"","Indnum","Group","Activity","Activity_Num","QL_cleaned","Consumption","cf_rate","carbon_footprint"
"12579",466,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12580",466,6,"bags of compost deposited (negative CF)",25,15,7,-0.0419,-0.2933
"12581",466,6,"hazardous or electric items disposed",26,41.6190476190476,0,0.0211,0
"12582",466,6,"large items disposed",27,19,1,0.0211,0.0211
"12583",467,1,"Household heating => 70F",1,77,8,0.000436,0.003488
"12584",467,1,"Household heating < 70F",2,75,7,0.000872,0.006104
"12585",467,1,"Use of heat pump",3,52,0,0.001074,0
"12586",467,1,"Use of air conditioner",4,58,25,0.000598,0.01495
"12587",467,2,"shower - short",5,90,5,0.000167,0.000835
"12588",467,2,"shower - long (> 3 min)",6,73,28,0.0002515,0.007042
"12589",467,2,"bath",7,16,0,0.000333,0
"12590",467,2,"wash-up",8,34,46,5.45e-05,0.002507
"12591",467,3,"use of dishwasher",9,25,0,0.0003595,0
"12592",467,3,"use of clothes washer",10,37,6,0.000409,0.002454
"12593",467,3,"use of clothes dryer",11,17,2,0.000122,0.000244
"12594",467,3,"use of cooking range",12,42.2380952380952,0,0.000135,0
"12595",467,3,"use of  oven",13,34,12,0.00015,0.0018
"12596",467,3,"use of self-clean feature of electric oven",14,18,4,0.000178,0.000712
"12597",467,3,"Small kitchen appliance in the home",15,42.2380952380952,0,4.75e-05,0
"12598",467,4,"TV/computer use",16,25,60,2e-06,0.00012
"12599",467,5,"air travel - large plane",17,46,2147,0.000179,0.384313
"12600",467,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12601",467,5,"car trips- self only",19,56,405,0.000551,0.223155
"12602",467,5,"car trips - driver and self",20,29,22,0.000554,0.012188
"12603",467,5,"car trips - 2+ people with multiple end points",21,42.2380952380952,0,0.000354,0
"12604",467,5,"trips using public ground transportation",22,52,19,0.000276,0.005244
"12605",467,6,"bags of garbage disposed",23,46,19,0.0419,0.7961
"12606",467,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12607",467,6,"bags of compost deposited (negative CF)",25,15,7,-0.0419,-0.2933
"12608",467,6,"hazardous or electric items disposed",26,42.2380952380952,0,0.0211,0
"12609",467,6,"large items disposed",27,12,1,0.0211,0.0211
"12610",468,1,"Household heating => 70F",1,90,6,0.000436,0.002616
"12611",468,1,"Household heating < 70F",2,65,5,0.000872,0.00436
"12612",468,1,"Use of heat pump",3,41,0,0.001074,0
"12613",468,1,"Use of air conditioner",4,42,14,0.000598,0.008372
"12614",468,2,"shower - short",5,95,3,0.000115333333333333,0.000346
"12615",468,2,"shower - long (> 3 min)",6,73,30,0.000173333333333333,0.0052
"12616",468,2,"bath",7,18,0,0.000251333333333333,0
"12617",468,2,"wash-up",8,41,49,3.76666666666667e-05,0.00184566666666667
"12618",468,3,"use of dishwasher",9,23,0,0.000277,0
"12619",468,3,"use of clothes washer",10,34,6,0.000319166666666667,0.001915
"12620",468,3,"use of clothes dryer",11,14,3,0.000127,0.000381
"12621",468,3,"use of cooking range",12,43.05,0,0.0001385,0
"12622",468,3,"use of  oven",13,41,10,0.000156,0.00156
"12623",468,3,"use of self-clean feature of electric oven",14,21,2,0.0001885,0.000377
"12624",468,3,"Small kitchen appliance in the home",15,43.05,0,4.75e-05,0
"12625",468,4,"TV/computer use",16,31,60,2e-06,0.00012
"12626",468,5,"air travel - large plane",17,48,2931,0.000179,0.524649
"12627",468,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12628",468,5,"car trips- self only",19,53,265,0.000551,0.146015
"12629",468,5,"car trips - driver and self",20,21,39,0.000554,0.021606
"12630",468,5,"car trips - 2+ people with multiple end points",21,43.05,0,0.000354,0
"12631",468,5,"trips using public ground transportation",22,49,15,0.000276,0.00414
"12632",468,6,"bags of garbage disposed",23,48,22,0.0419,0.9218
"12633",468,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12634",468,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12635",468,6,"hazardous or electric items disposed",26,43.05,0,0.0211,0
"12636",468,6,"large items disposed",27,13,0,0.0211,0
"12637",469,1,"Household heating => 70F",1,60,4,0.000436,0.001744
"12638",469,1,"Household heating < 70F",2,66,1,0.000872,0.000872
"12639",469,1,"Use of heat pump",3,55,0,0.001074,0
"12640",469,1,"Use of air conditioner",4,58,13,0.000598,0.007774
"12641",469,2,"shower - short",5,92,3,0.000199,0.000597
"12642",469,2,"shower - long (> 3 min)",6,79,38,0.000312,0.011856
"12643",469,2,"bath",7,16,0,0.000368,0
"12644",469,2,"wash-up",8,26,33,5.5e-05,0.001815
"12645",469,3,"use of dishwasher",9,25,0,0.000389,0
"12646",469,3,"use of clothes washer",10,46,7,0.000475,0.003325
"12647",469,3,"use of clothes dryer",11,21,3,0.000122,0.000366
"12648",469,3,"use of cooking range",12,43.25,10,0.000135,0.00135
"12649",469,3,"use of  oven",13,37,11,0.00015,0.00165
"12650",469,3,"use of self-clean feature of electric oven",14,20,4,0.000178,0.000712
"12651",469,3,"Small kitchen appliance in the home",15,43.25,0,4.75e-05,0
"12652",469,4,"TV/computer use",16,30,61,2e-06,0.000122
"12653",469,5,"air travel - large plane",17,46,2999,0.000179,0.536821
"12654",469,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12655",469,5,"car trips- self only",19,56,309,0.000551,0.170259
"12656",469,5,"car trips - driver and self",20,25,10,0.000554,0.00554
"12657",469,5,"car trips - 2+ people with multiple end points",21,43.25,17,0.000354,0.006018
"12658",469,5,"trips using public ground transportation",22,53,13,0.000276,0.003588
"12659",469,6,"bags of garbage disposed",23,42,23,0.0419,0.9637
"12660",469,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12661",469,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12662",469,6,"hazardous or electric items disposed",26,43.25,0,0.0211,0
"12663",469,6,"large items disposed",27,12,1,0.0211,0.0211
"12664",470,1,"Household heating => 70F",1,72,9,0.000436,0.003924
"12665",470,1,"Household heating < 70F",2,63,4,0.000872,0.003488
"12666",470,1,"Use of heat pump",3,44,0,0.001074,0
"12667",470,1,"Use of air conditioner",4,49,15,0.000598,0.00897
"12668",470,2,"shower - short",5,88,3,0.000147666666666667,0.000443
"12669",470,2,"shower - long (> 3 min)",6,82,13,0.000227666666666667,0.00295966666666667
"12670",470,2,"bath",7,14,0,0.000289333333333333,0
"12671",470,2,"wash-up",8,25,46,4.2e-05,0.001932
"12672",470,3,"use of dishwasher",9,25,0,0.000322666666666667,0
"12673",470,3,"use of clothes washer",10,29,5,0.000375666666666667,0.00187833333333333
"12674",470,3,"use of clothes dryer",11,13,4,0.000122,0.000488
"12675",470,3,"use of cooking range",12,41,0,0.000135,0
"12676",470,3,"use of  oven",13,33,10,0.00015,0.0015
"12677",470,3,"use of self-clean feature of electric oven",14,19,4,0.000178,0.000712
"12678",470,3,"Small kitchen appliance in the home",15,41,0,4.75e-05,0
"12679",470,4,"TV/computer use",16,30,59,2e-06,0.000118
"12680",470,5,"air travel - large plane",17,49,3348,0.000179,0.599292
"12681",470,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12682",470,5,"car trips- self only",19,43,388,0.0004415,0.171302
"12683",470,5,"car trips - driver and self",20,23,10,0.0004455,0.004455
"12684",470,5,"car trips - 2+ people with multiple end points",21,41,30,0.0002385,0.007155
"12685",470,5,"trips using public ground transportation",22,55,12,0.000138,0.001656
"12686",470,6,"bags of garbage disposed",23,44,26,0.0419,1.0894
"12687",470,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12688",470,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12689",470,6,"hazardous or electric items disposed",26,41,0,0.0211,0
"12690",470,6,"large items disposed",27,20,0,0.0211,0
"12691",471,1,"Household heating => 70F",1,85,1,0.000436,0.000436
"12692",471,1,"Household heating < 70F",2,86,4,0.000872,0.003488
"12693",471,1,"Use of heat pump",3,49,-5,0.001074,-0.00537
"12694",471,1,"Use of air conditioner",4,51,29,0.000598,0.017342
"12695",471,2,"shower - short",5,83,8,0.000167,0.001336
"12696",471,2,"shower - long (> 3 min)",6,83,26,0.0002515,0.006539
"12697",471,2,"bath",7,9,0,0.000333,0
"12698",471,2,"wash-up",8,41,51,5.45e-05,0.0027795
"12699",471,3,"use of dishwasher",9,24,0,0.0003595,0
"12700",471,3,"use of clothes washer",10,29,3,0.000409,0.001227
"12701",471,3,"use of clothes dryer",11,14,1,0.000122,0.000122
"12702",471,3,"use of cooking range",12,41.5454545454545,0,0.000135,0
"12703",471,3,"use of  oven",13,32,10,0.00015,0.0015
"12704",471,3,"use of self-clean feature of electric oven",14,19,1,0.000178,0.000178
"12705",471,3,"Small kitchen appliance in the home",15,41.5454545454545,0,4.75e-05,0
"12706",471,4,"TV/computer use",16,29,58,2e-06,0.000116
"12707",471,5,"air travel - large plane",17,48,2667,0.000179,0.477393
"12708",471,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12709",471,5,"car trips- self only",19,49,307,0.0004415,0.1355405
"12710",471,5,"car trips - driver and self",20,38,23,0.0004455,0.0102465
"12711",471,5,"car trips - 2+ people with multiple end points",21,41.5454545454545,0,0.0002385,0
"12712",471,5,"trips using public ground transportation",22,51,16,0.000138,0.002208
"12713",471,6,"bags of garbage disposed",23,51,22,0.0419,0.9218
"12714",471,6,"bags of recycling deposited (negative CF)",24,8,4,-0.0419,-0.1676
"12715",471,6,"bags of compost deposited (negative CF)",25,18,8,-0.0419,-0.3352
"12716",471,6,"hazardous or electric items disposed",26,41.5454545454545,0,0.0211,0
"12717",471,6,"large items disposed",27,17,0,0.0211,0
"12718",472,1,"Household heating => 70F",1,91,2,0.000436,0.000872
"12719",472,1,"Household heating < 70F",2,72,3,0.000872,0.002616
"12720",472,1,"Use of heat pump",3,43,0,0.001074,0
"12721",472,1,"Use of air conditioner",4,49,20,0.000598,0.01196
"12722",472,2,"shower - short",5,97,7,0.000147666666666667,0.00103366666666667
"12723",472,2,"shower - long (> 3 min)",6,81,23,0.000227666666666667,0.00523633333333333
"12724",472,2,"bath",7,11,0,0.000289333333333333,0
"12725",472,2,"wash-up",8,26,47,4.2e-05,0.001974
"12726",472,3,"use of dishwasher",9,20,0,0.000322666666666667,0
"12727",472,3,"use of clothes washer",10,31,6,0.000375666666666667,0.002254
"12728",472,3,"use of clothes dryer",11,16,1,0.000122,0.000122
"12729",472,3,"use of cooking range",12,41.85,0,0.000135,0
"12730",472,3,"use of  oven",13,36,11,0.00015,0.00165
"12731",472,3,"use of self-clean feature of electric oven",14,18,1,0.000178,0.000178
"12732",472,3,"Small kitchen appliance in the home",15,41.85,0,4.75e-05,0
"12733",472,4,"TV/computer use",16,25,62,2e-06,0.000124
"12734",472,5,"air travel - large plane",17,47,3175,0.000179,0.568325
"12735",472,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12736",472,5,"car trips- self only",19,43,460,0.000551,0.25346
"12737",472,5,"car trips - driver and self",20,20,40,0.000554,0.02216
"12738",472,5,"car trips - 2+ people with multiple end points",21,41.85,0,0.000354,0
"12739",472,5,"trips using public ground transportation",22,49,19,0.000276,0.005244
"12740",472,6,"bags of garbage disposed",23,47,27,0.0419,1.1313
"12741",472,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12742",472,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12743",472,6,"hazardous or electric items disposed",26,41.85,0,0.0211,0
"12744",472,6,"large items disposed",27,15,0,0.0211,0
"12745",473,1,"Household heating => 70F",1,63,2,0.000436,0.000872
"12746",473,1,"Household heating < 70F",2,61,6,0.000872,0.005232
"12747",473,1,"Use of heat pump",3,55,0,0.001074,0
"12748",473,1,"Use of air conditioner",4,39,21,0.000598,0.012558
"12749",473,2,"shower - short",5,91,3,0.000199,0.000597
"12750",473,2,"shower - long (> 3 min)",6,86,37,0.000312,0.011544
"12751",473,2,"bath",7,21,0,0.000368,0
"12752",473,2,"wash-up",8,43,55,5.5e-05,0.003025
"12753",473,3,"use of dishwasher",9,25,0,0.000389,0
"12754",473,3,"use of clothes washer",10,36,2,0.000475,0.00095
"12755",473,3,"use of clothes dryer",11,16,2,0.000122,0.000244
"12756",473,3,"use of cooking range",12,41.85,0,0.000135,0
"12757",473,3,"use of  oven",13,39,9,0.00015,0.00135
"12758",473,3,"use of self-clean feature of electric oven",14,16,4,0.000178,0.000712
"12759",473,3,"Small kitchen appliance in the home",15,41.85,0,4.75e-05,0
"12760",473,4,"TV/computer use",16,24,59,2e-06,0.000118
"12761",473,5,"air travel - large plane",17,51,2853,0.000179,0.510687
"12762",473,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12763",473,5,"car trips- self only",19,47,425,0.0004415,0.1876375
"12764",473,5,"car trips - driver and self",20,23,15,0.0004455,0.0066825
"12765",473,5,"car trips - 2+ people with multiple end points",21,41.85,20,0.0002385,0.00477
"12766",473,5,"trips using public ground transportation",22,42,17,0.000138,0.002346
"12767",473,6,"bags of garbage disposed",23,41,23,0.0419,0.9637
"12768",473,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12769",473,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12770",473,6,"hazardous or electric items disposed",26,41.85,0,0.0211,0
"12771",473,6,"large items disposed",27,18,2,0.0211,0.0422
"12772",474,1,"Household heating => 70F",1,64,8,0.000436,0.003488
"12773",474,1,"Household heating < 70F",2,74,8,0.000872,0.006976
"12774",474,1,"Use of heat pump",3,53,0,0.001074,0
"12775",474,1,"Use of air conditioner",4,51,30,0.000598,0.01794
"12776",474,2,"shower - short",5,83,3,0.000104333333333333,0.000313
"12777",474,2,"shower - long (> 3 min)",6,85,14,0.000159333333333333,0.00223066666666667
"12778",474,2,"bath",7,17,0,0.000236666666666667,0
"12779",474,2,"wash-up",8,38,43,3.36666666666667e-05,0.00144766666666667
"12780",474,3,"use of dishwasher",9,20,0,0.000248,0
"12781",474,3,"use of clothes washer",10,38,5,0.000302166666666667,0.00151083333333333
"12782",474,3,"use of clothes dryer",11,18,1,0.000127,0.000127
"12783",474,3,"use of cooking range",12,42.6666666666667,0,0.0001385,0
"12784",474,3,"use of  oven",13,35,12,0.000156,0.001872
"12785",474,3,"use of self-clean feature of electric oven",14,15,3,0.0001885,0.0005655
"12786",474,3,"Small kitchen appliance in the home",15,42.6666666666667,61,4.75e-05,0.0028975
"12787",474,4,"TV/computer use",16,25,58,2e-06,0.000116
"12788",474,5,"air travel - large plane",17,43,2557,0.000179,0.457703
"12789",474,5,"air travel - small  plane (<50 seats)",18,27,542,0.000408,0.221136
"12790",474,5,"car trips- self only",19,62,414,0.0004415,0.182781
"12791",474,5,"car trips - driver and self",20,38,25,0.0004455,0.0111375
"12792",474,5,"car trips - 2+ people with multiple end points",21,42.6666666666667,12,0.0002385,0.002862
"12793",474,5,"trips using public ground transportation",22,51,17,0.000138,0.002346
"12794",474,6,"bags of garbage disposed",23,41,26,0.0419,1.0894
"12795",474,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12796",474,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12797",474,6,"hazardous or electric items disposed",26,42.6666666666667,0,0.0211,0
"12798",474,6,"large items disposed",27,18,1,0.0211,0.0211
"12799",475,1,"Household heating => 70F",1,70,1,0.000436,0.000436
"12800",475,1,"Household heating < 70F",2,72,5,0.000872,0.00436
"12801",475,1,"Use of heat pump",3,52,0,0.001074,0
"12802",475,1,"Use of air conditioner",4,54,19,0.000598,0.011362
"12803",475,2,"shower - short",5,92,5,0.00013625,0.00068125
"12804",475,2,"shower - long (> 3 min)",6,91,11,0.000208,0.002288
"12805",475,2,"bath",7,16,0,0.0002805,0
"12806",475,2,"wash-up",8,43,39,4.2e-05,0.001638
"12807",475,3,"use of dishwasher",9,25,0,0.00030275,0
"12808",475,3,"use of clothes washer",10,27,5,0.00035475,0.00177375
"12809",475,3,"use of clothes dryer",11,13,2,0.000122,0.000244
"12810",475,3,"use of cooking range",12,44.05,0,0.000135,0
"12811",475,3,"use of  oven",13,35,8,0.00015,0.0012
"12812",475,3,"use of self-clean feature of electric oven",14,20,2,0.000178,0.000356
"12813",475,3,"Small kitchen appliance in the home",15,44.05,0,4.75e-05,0
"12814",475,4,"TV/computer use",16,24,61,2e-06,0.000122
"12815",475,5,"air travel - large plane",17,49,2130,0.000179,0.38127
"12816",475,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12817",475,5,"car trips- self only",19,42,303,0.0004415,0.1337745
"12818",475,5,"car trips - driver and self",20,34,23,0.0004455,0.0102465
"12819",475,5,"car trips - 2+ people with multiple end points",21,44.05,0,0.0002385,0
"12820",475,5,"trips using public ground transportation",22,57,15,0.000138,0.00207
"12821",475,6,"bags of garbage disposed",23,45,22,0.0419,0.9218
"12822",475,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12823",475,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12824",475,6,"hazardous or electric items disposed",26,44.05,0,0.0211,0
"12825",475,6,"large items disposed",27,20,0,0.0211,0
"12826",476,1,"Household heating => 70F",1,85,2,0.000436,0.000872
"12827",476,1,"Household heating < 70F",2,63,7,0.000872,0.006104
"12828",476,1,"Use of heat pump",3,46,0,0.001074,0
"12829",476,1,"Use of air conditioner",4,58,19,0.000598,0.011362
"12830",476,2,"shower - short",5,89,5,0.000147666666666667,0.000738333333333333
"12831",476,2,"shower - long (> 3 min)",6,84,15,0.000227666666666667,0.003415
"12832",476,2,"bath",7,14,0,0.000289333333333333,0
"12833",476,2,"wash-up",8,29,37,4.2e-05,0.001554
"12834",476,3,"use of dishwasher",9,21,0,0.000322666666666667,0
"12835",476,3,"use of clothes washer",10,33,7,0.000375666666666667,0.00262966666666667
"12836",476,3,"use of clothes dryer",11,14,3,0.000122,0.000366
"12837",476,3,"use of cooking range",12,42.8,0,0.000135,0
"12838",476,3,"use of  oven",13,41,8,0.00015,0.0012
"12839",476,3,"use of self-clean feature of electric oven",14,16,3,0.000178,0.000534
"12840",476,3,"Small kitchen appliance in the home",15,42.8,0,4.75e-05,0
"12841",476,4,"TV/computer use",16,25,58,2e-06,0.000116
"12842",476,5,"air travel - large plane",17,47,3441,0.000179,0.615939
"12843",476,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12844",476,5,"car trips- self only",19,46,267,0.000551,0.147117
"12845",476,5,"car trips - driver and self",20,34,23,0.000554,0.012742
"12846",476,5,"car trips - 2+ people with multiple end points",21,42.8,27,0.000354,0.009558
"12847",476,5,"trips using public ground transportation",22,47,17,0.000276,0.004692
"12848",476,6,"bags of garbage disposed",23,44,18,0.0419,0.7542
"12849",476,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12850",476,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12851",476,6,"hazardous or electric items disposed",26,42.8,0,0.0211,0
"12852",476,6,"large items disposed",27,20,2,0.0211,0.0422
"12853",477,1,"Household heating => 70F",1,92,8,0.000436,0.003488
"12854",477,1,"Household heating < 70F",2,65,4,0.000872,0.003488
"12855",477,1,"Use of heat pump",3,46,0,0.001074,0
"12856",477,1,"Use of air conditioner",4,39,16,0.000598,0.009568
"12857",477,2,"shower - short",5,89,7,0.000177666666666667,0.00124366666666667
"12858",477,2,"shower - long (> 3 min)",6,82,32,0.000271666666666667,0.00869333333333333
"12859",477,2,"bath",7,15,3,0.000344666666666667,0.001034
"12860",477,2,"wash-up",8,36,53,5.46666666666667e-05,0.00289733333333333
"12861",477,3,"use of dishwasher",9,20,0,0.000369333333333333,0
"12862",477,3,"use of clothes washer",10,32,3,0.000431,0.001293
"12863",477,3,"use of clothes dryer",11,17,2,0.000122,0.000244
"12864",477,3,"use of cooking range",12,43.15,0,0.000135,0
"12865",477,3,"use of  oven",13,35,8,0.00015,0.0012
"12866",477,3,"use of self-clean feature of electric oven",14,17,4,0.000178,0.000712
"12867",477,3,"Small kitchen appliance in the home",15,43.15,0,4.75e-05,0
"12868",477,4,"TV/computer use",16,29,63,2e-06,0.000126
"12869",477,5,"air travel - large plane",17,45,2277,0.000179,0.407583
"12870",477,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12871",477,5,"car trips- self only",19,61,418,0.000551,0.230318
"12872",477,5,"car trips - driver and self",20,29,20,0.000554,0.01108
"12873",477,5,"car trips - 2+ people with multiple end points",21,43.15,26,0.000354,0.009204
"12874",477,5,"trips using public ground transportation",22,51,13,0.000276,0.003588
"12875",477,6,"bags of garbage disposed",23,51,22,0.0419,0.9218
"12876",477,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12877",477,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12878",477,6,"hazardous or electric items disposed",26,43.15,0,0.0211,0
"12879",477,6,"large items disposed",27,12,0,0.0211,0
"12880",478,1,"Household heating => 70F",1,81,7,0.000543,0.003801
"12881",478,1,"Household heating < 70F",2,91,9,0.0008975,0.0080775
"12882",478,1,"Use of heat pump",3,40,0,0.0011515,0
"12883",478,1,"Use of air conditioner",4,38,18,0.004289,0.077202
"12884",478,2,"shower - short",5,97,6,0.000147666666666667,0.000886
"12885",478,2,"shower - long (> 3 min)",6,86,32,0.000227666666666667,0.00728533333333333
"12886",478,2,"bath",7,11,0,0.000289333333333333,0
"12887",478,2,"wash-up",8,41,38,4.2e-05,0.001596
"12888",478,3,"use of dishwasher",9,19,0,0.000322666666666667,0
"12889",478,3,"use of clothes washer",10,47,3,0.000375666666666667,0.001127
"12890",478,3,"use of clothes dryer",11,20,3,0.000122,0.000366
"12891",478,3,"use of cooking range",12,45.45,0,0.000135,0
"12892",478,3,"use of  oven",13,40,8,0.00015,0.0012
"12893",478,3,"use of self-clean feature of electric oven",14,15,2,0.000178,0.000356
"12894",478,3,"Small kitchen appliance in the home",15,45.45,0,4.75e-05,0
"12895",478,4,"TV/computer use",16,31,63,2e-06,0.000126
"12896",478,5,"air travel - large plane",17,51,2950,0.000179,0.52805
"12897",478,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12898",478,5,"car trips- self only",19,53,427,0.0004415,0.1885205
"12899",478,5,"car trips - driver and self",20,31,37,0.0004455,0.0164835
"12900",478,5,"car trips - 2+ people with multiple end points",21,45.45,0,0.0002385,0
"12901",478,5,"trips using public ground transportation",22,57,12,0.000138,0.001656
"12902",478,6,"bags of garbage disposed",23,45,24,0.0419,1.0056
"12903",478,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12904",478,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12905",478,6,"hazardous or electric items disposed",26,45.45,0,0.0211,0
"12906",478,6,"large items disposed",27,15,0,0.0211,0
"12907",479,1,"Household heating => 70F",1,64,2,0.000436,0.000872
"12908",479,1,"Household heating < 70F",2,84,3,0.000872,0.002616
"12909",479,1,"Use of heat pump",3,41,0,0.001074,0
"12910",479,1,"Use of air conditioner",4,41,15,0.000598,0.00897
"12911",479,2,"shower - short",5,97,7,0.000147666666666667,0.00103366666666667
"12912",479,2,"shower - long (> 3 min)",6,82,27,0.000227666666666667,0.006147
"12913",479,2,"bath",7,13,0,0.000289333333333333,0
"12914",479,2,"wash-up",8,41,47,4.2e-05,0.001974
"12915",479,3,"use of dishwasher",9,21,0,0.000322666666666667,0
"12916",479,3,"use of clothes washer",10,47,8,0.000375666666666667,0.00300533333333333
"12917",479,3,"use of clothes dryer",11,21,4,0.000122,0.000488
"12918",479,3,"use of cooking range",12,44.65,0,0.000135,0
"12919",479,3,"use of  oven",13,31,11,0.00015,0.00165
"12920",479,3,"use of self-clean feature of electric oven",14,21,4,0.000178,0.000712
"12921",479,3,"Small kitchen appliance in the home",15,44.65,0,4.75e-05,0
"12922",479,4,"TV/computer use",16,31,59,2e-06,0.000118
"12923",479,5,"air travel - large plane",17,50,2900,0.000179,0.5191
"12924",479,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12925",479,5,"car trips- self only",19,52,305,0.0004415,0.1346575
"12926",479,5,"car trips - driver and self",20,38,16,0.0004455,0.007128
"12927",479,5,"car trips - 2+ people with multiple end points",21,44.65,0,0.0002385,0
"12928",479,5,"trips using public ground transportation",22,57,15,0.000138,0.00207
"12929",479,6,"bags of garbage disposed",23,43,23,0.0419,0.9637
"12930",479,6,"bags of recycling deposited (negative CF)",24,9.13513513513514,0,-0.0419,0
"12931",479,6,"bags of compost deposited (negative CF)",25,10.6111111111111,0,-0.0419,0
"12932",479,6,"hazardous or electric items disposed",26,44.65,0,0.0211,0
"12933",479,6,"large items disposed",27,18,0,0.0211,0
"12934",480,1,"Household heating => 70F",1,60,4,0.000436,0.001744
"12935",480,1,"Household heating < 70F",2,71,6,0.000872,0.005232
"12936",480,1,"Use of heat pump",3,40,0,0.001074,0
"12937",480,1,"Use of air conditioner",4,48,32,0.000598,0.019136
"12938",480,2,"shower - short",5,92,7,0.0001505,0.0010535
"12939",480,2,"shower - long (> 3 min)",6,87,28,0.0002305,0.006454
"12940",480,2,"bath",7,10,0,0.000311,0
"12941",480,2,"wash-up",8,25,47,4.85e-05,0.0022795
"12942",480,3,"use of dishwasher",9,22,0,0.000319,0
"12943",480,3,"use of clothes washer",10,27,3,0.000388,0.001164
"12944",480,3,"use of clothes dryer",11,16,3,0.000127,0.000381
"12945",480,3,"use of cooking range",12,38.4545454545455,0,0.0001385,0
"12946",480,3,"use of  oven",13,33,11,0.000156,0.001716
"12947",480,3,"use of self-clean feature of electric oven",14,13,1,0.0001885,0.0001885
"12948",480,3,"Small kitchen appliance in the home",15,38.4545454545455,0,4.75e-05,0
"12949",480,4,"TV/computer use",16,24,60,2e-06,0.00012
"12950",480,5,"air travel - large plane",17,44,3063,0.000179,0.548277
"12951",480,5,"air travel - small  plane (<50 seats)",18,27.3877551020408,0,0.000408,0
"12952",480,5,"car trips- self only",19,49,325,0.000551,0.179075
"12953",480,5,"car trips - driver and self",20,38,31,0.000554,0.017174
"12954",480,5,"car trips - 2+ people with multiple end points",21,38.4545454545455,0,0.000354,0
"12955",480,5,"trips using public ground transportation",22,62,17,0.000276,0.004692
"12956",480,6,"bags of garbage disposed",23,50,22,0.0419,0.9218
"12957",480,6,"bags of recycling deposited (negative CF)",24,8,4,-0.0419,-0.1676
"12958",480,6,"bags of compost deposited (negative CF)",25,11,5,-0.0419,-0.2095
"12959",480,6,"hazardous or electric items disposed",26,38.4545454545455,0,0.0211,0
"12960",480,6,"large items disposed",27,16,2,0.0211,0.0422
"12961",481,1,"Household heating => 70F",1,64,8,0.000436,0.003488
"12962",481,1,"Household heating < 70F",2,82,8,0.000872,0.006976
"12963",481,1,"Use of heat pump",3,42,0,0.001074,0
"12964",481,1,"Use of air conditioner",4,38,22,0.000598,0.013156
"12965",481,2,"shower - short",5,93,2,5.7e-05,0.000114
"12966",481,2,"shower - long (> 3 min)",6,81,29,8.3e-05,0.002407
"12967",481,2,"bath",7,17,0,0.000171,0
"12968",481,2,"wash-up",8,38,32,2.3e-05,0.000736
"12969",481,3,"use of dishwasher",9,19,0,0.000173,0
"12970",481,3,"use of clothes washer",10,42,3,0.000209,0.000627
"12971",481,3,"use of clothes dryer",11,14,4,0.000122,0.000488
