"","Indnum","Com_1","Com_2","Com_3","Com_4","Com_5","Com_6","Com_7","Com_8","Com_9","Com_10","Com_11","Com_12","Com_13","Com_14","Com_15","Com_16","Com_17","Com_18","Com_19","Com_20","Com_21","Com_22","Com_23","Com_24","Com_25","Com_26","Com_27"
"459",459,4,3,0,48,33,5,0,21,0,3,3,0,16,1,0,63,4813,0,186,11,0,23,18,0,0,0,1
"460",460,4,1,0,12,40,15,0,18,0,1,3,0,13,2,0,58,3650,0,214,20,0,24,25,0,2,0,2
"461",461,11,5,12,84,39,18,0,17,0,1,2,0,15,2,0,59,4922,0,138,8,37,21,28,0,0,0,1
"462",462,12,4,0,14,47,20,0,24,0,1,2,21,16,1,0,62,2637,0,153,9,0,23,20,0,0,0,0
"463",463,11,5,0,39,35,8,0,24,0,4,1,0,12,1,0,61,3347,0,197,10,26,24,18,0,0,0,0
"464",464,10,1,0,13,39,13,0,23,0,2,2,0,12,2,0,62,4652,0,142,12,0,24,24,0,0,0,2
"465",465,8,3,0,8,37,6,0,24,0,4,1,0,13,1,0,59,2871,0,218,14,0,20,27,0,0,0,1
"466",466,9,1,0,7,39,13,0,24,0,4,1,0,15,2,0,60,4931,0,174,13,0,16,20,0,7,0,1
"467",467,11,4,0,75,42,14,0,23,0,3,1,0,16,2,0,60,2792,0,203,11,0,25,19,0,7,0,1
"468",468,8,3,0,7,42,15,0,25,0,3,2,0,13,1,0,60,3811,0,133,20,0,20,22,0,0,0,0
"469",469,4,1,0,39,38,19,0,17,0,4,4,13,15,2,0,61,3899,0,155,5,23,17,23,0,0,0,1
"470",470,11,2,0,45,32,7,0,23,0,3,2,0,13,2,0,59,4353,0,194,5,39,16,26,0,0,0,0
"471",471,3,2,15,15,46,13,0,26,0,2,1,0,13,1,0,58,3468,0,154,12,0,21,22,4,8,0,0
"472",472,3,2,0,10,41,12,0,24,0,3,1,0,15,1,0,62,4128,0,230,20,0,25,27,0,0,0,0
"473",473,5,3,0,11,48,19,0,28,0,1,1,0,12,2,0,59,3709,0,213,8,26,23,23,0,0,0,2
"474",474,12,4,0,90,31,7,0,22,0,3,1,0,16,2,80,58,3325,271,207,13,16,23,26,0,0,0,1
"475",475,3,3,0,57,29,6,0,20,0,3,1,0,11,1,0,61,2769,0,152,12,0,20,22,0,0,0,0
"476",476,5,4,0,57,30,8,0,19,0,4,2,0,11,2,0,58,4474,0,134,12,36,23,18,0,0,0,2
"477",477,10,2,0,8,50,16,2,27,0,2,1,0,11,2,0,63,2961,0,544,10,34,17,22,0,0,0,0
"478",478,11,5,0,9,41,16,0,19,0,2,2,0,11,1,0,63,3835,0,214,19,0,16,24,0,0,0,0
"479",479,3,2,0,8,43,14,0,24,0,4,2,0,15,2,0,59,3770,0,153,8,0,20,23,0,0,0,0
"480",480,7,3,0,96,44,14,0,24,0,2,2,0,15,1,0,60,3982,0,163,16,0,23,22,4,5,0,2
"481",481,12,4,0,11,32,15,0,16,0,2,2,0,16,1,0,59,4903,0,215,18,33,25,19,0,0,0,0
"482",482,15,5,0,11,38,7,0,24,0,3,1,0,13,2,0,64,5020,0,151,10,29,24,27,0,0,0,0
"483",483,11,2,0,12,29,9,0,19,0,4,2,0,12,2,0,59,4628,0,210,17,0,19,25,0,0,0,1
"484",484,8,4,0,15,48,16,0,26,0,4,2,0,15,1,0,64,3702,0,200,18,29,16,26,0,0,0,0
"485",485,8,3,0,11,40,12,2,23,0,1,2,21,15,2,0,64,3587,0,184,18,0,21,25,0,0,0,2
"486",486,6,1,0,45,45,11,0,28,0,8,2,0,6,1,0,59,3947,0,148,20,0,20,27,0,0,0,0
"487",487,11,4,0,11,39,16,0,19,0,2,6,0,15,2,0,59,4678,0,131,16,16,16,21,0,2,0,2
"488",488,8,2,0,14,48,20,0,22,0,4,2,0,13,1,0,62,4424,0,143,8,17,23,28,0,0,0,2
"489",489,6,3,0,14,40,14,4,17,0,4,1,0,11,1,0,58,4688,0,164,19,0,25,18,0,0,0,0
"490",490,8,4,0,57,32,9,0,20,0,1,1,0,13,1,0,60,4874,0,154,12,26,19,18,7,0,0,0
"491",491,9,3,0,7,27,5,0,19,0,3,2,20,13,1,0,62,5193,0,162,7,0,25,19,0,0,0,2
"492",492,5,3,0,11,43,17,0,24,0,1,1,0,11,1,0,64,3197,0,189,14,37,17,28,0,0,0,1
"493",493,13,5,0,11,46,15,0,25,0,1,2,0,15,2,0,60,2814,0,193,9,0,25,25,0,0,0,0
"494",494,4,3,0,63,45,12,0,26,0,4,1,11,15,2,0,61,4436,0,201,17,0,16,19,0,0,0,1
"495",495,12,4,0,14,34,15,0,16,0,11,2,0,5,2,0,62,3503,0,213,7,0,19,28,0,0,0,1
"496",496,8,3,0,81,48,19,0,27,0,4,2,0,16,1,0,59,3574,0,223,19,28,17,28,0,0,0,0
"497",497,6,2,0,11,49,19,0,27,0,4,1,0,16,2,0,58,3482,0,142,19,0,17,24,0,0,0,0
"498",498,9,1,0,15,43,17,0,23,0,3,3,0,16,2,0,58,4266,0,200,8,0,23,17,0,0,0,1
"499",499,3,1,0,66,43,18,0,22,0,3,2,0,13,1,0,58,3091,0,229,7,29,19,20,0,4,0,1
"500",500,6,1,0,16,45,18,0,22,0,1,2,16,15,2,81,61,4011,0,193,19,0,21,26,0,6,0,1
"501",501,6,3,6,13,32,13,0,18,0,3,1,0,11,1,0,60,2803,0,148,20,0,20,28,0,0,0,2
"502",502,12,4,6,15,39,11,0,22,0,10,1,0,6,1,0,61,3773,0,229,14,32,20,27,0,0,0,2
"503",503,9,2,0,84,31,14,0,16,0,1,2,0,16,1,0,64,4103,0,150,12,0,24,22,0,0,0,1
"504",504,10,1,0,6,37,9,0,24,0,4,1,0,13,2,0,64,2814,0,148,19,0,25,17,0,0,0,2
"505",505,8,1,0,9,37,16,0,17,0,6,2,0,6,2,65,63,4994,0,154,9,0,23,28,2,0,0,0
"506",506,3,3,0,13,48,16,0,26,0,3,1,0,15,1,0,63,4420,0,207,8,20,19,17,0,0,0,1
"507",507,9,5,0,6,49,16,0,27,0,2,2,0,16,1,0,62,5152,0,196,6,0,24,22,0,0,0,1
"508",508,9,5,0,90,35,9,0,18,0,1,1,0,13,2,0,58,4671,0,221,6,0,16,18,0,0,0,2
"509",509,8,3,0,14,36,13,0,18,0,4,2,0,16,2,0,60,4290,0,174,11,38,23,24,0,6,0,2
"510",510,10,4,0,15,38,16,0,18,0,3,1,0,15,2,0,64,4261,0,201,11,0,20,25,0,0,0,0
"511",511,5,2,0,16,30,10,0,16,0,2,2,0,13,1,0,58,3954,0,136,18,29,20,21,0,0,0,2
"512",512,11,2,0,15,40,11,0,23,0,4,2,0,16,2,0,59,2759,0,205,19,0,20,18,0,0,0,2
"513",513,12,5,0,63,35,11,0,20,0,2,3,0,11,1,0,63,4913,0,154,15,0,21,21,0,0,0,2
"514",514,8,3,0,11,43,17,0,22,0,2,3,0,12,2,0,63,4348,0,526,6,0,16,17,0,0,0,0
"515",515,12,3,0,9,32,6,0,26,0,3,2,0,11,1,0,61,2981,0,207,7,0,20,17,0,0,0,0
"516",516,6,3,0,63,38,5,0,25,26,1,1,0,11,2,0,63,4272,0,190,20,28,23,25,0,0,0,1
"517",517,12,2,0,14,39,15,0,16,0,4,2,0,16,2,0,60,2706,272,200,12,34,16,26,0,0,0,2
"518",518,10,5,12,13,41,16,0,18,0,2,4,0,16,1,0,59,3741,0,189,18,0,17,26,0,0,0,0
"519",519,4,2,0,84,41,11,0,23,0,3,2,0,11,2,0,64,3068,0,190,19,0,17,20,0,0,0,1
"520",520,8,4,0,7,34,7,0,23,0,2,1,0,12,2,0,63,2703,0,232,14,0,24,25,0,5,0,0
"521",521,4,3,0,15,45,16,0,26,0,2,2,0,13,2,67,60,3379,0,183,6,0,17,27,0,0,0,1
"522",522,7,1,0,72,42,16,0,25,0,1,2,0,13,1,0,63,4001,0,184,13,16,23,24,0,0,0,0
"523",523,15,5,0,57,39,10,0,22,0,1,3,0,15,2,0,61,3761,0,221,9,0,25,22,0,4,0,2
"524",524,9,4,0,81,47,19,0,22,0,1,2,0,16,2,0,58,3313,0,214,8,13,21,20,0,0,0,0
"525",525,11,2,0,13,41,20,0,17,0,2,2,0,12,1,0,64,3562,0,136,11,17,24,22,0,0,0,2
"526",526,12,5,0,39,46,19,0,23,0,3,2,0,15,1,0,64,2673,0,184,6,0,23,18,0,0,0,2
"527",527,11,4,0,78,48,19,0,22,0,2,1,0,15,1,0,58,3254,0,135,8,0,16,28,0,0,0,2
"528",528,7,2,0,8,34,5,0,26,0,2,2,0,11,2,71,63,3270,0,196,9,39,17,24,0,0,0,1
"529",529,12,5,0,11,49,20,0,24,0,2,2,0,12,1,0,58,4366,0,206,13,36,19,25,0,0,0,2
"530",530,12,5,0,7,38,14,0,21,0,2,1,0,12,2,0,59,4875,0,140,18,26,21,19,0,0,0,2
"531",531,3,2,0,10,46,17,0,26,0,1,1,0,13,1,0,58,3497,0,177,15,0,20,28,0,0,0,2
"532",532,9,5,0,84,27,7,0,18,0,3,1,0,15,1,0,61,4348,0,232,10,16,19,21,0,0,0,0
"533",533,4,4,0,6,33,9,0,22,0,2,2,0,13,2,0,64,4825,0,228,19,16,24,19,0,0,0,0
"534",534,12,3,0,72,38,11,0,23,0,3,2,0,12,2,0,60,4608,0,198,9,0,17,23,0,0,0,2
"535",535,10,2,0,12,41,13,0,26,0,3,1,0,12,1,0,62,4848,0,204,17,0,23,20,0,0,0,0
"536",536,9,1,0,14,35,12,0,22,0,4,2,0,15,2,0,61,3413,0,230,14,37,25,27,0,0,0,0
"537",537,4,1,0,11,36,12,0,20,0,4,2,0,11,2,0,63,3711,0,174,10,0,17,22,0,0,0,0
"538",538,7,1,0,8,44,17,0,27,0,3,2,0,11,1,0,61,3761,0,138,9,15,23,17,0,0,0,2
"539",539,6,1,0,63,44,18,0,25,0,3,2,0,13,2,0,62,3159,0,162,19,15,25,22,0,0,0,0
"540",540,4,1,0,14,24,6,0,17,0,3,2,0,16,1,0,61,3460,0,196,10,0,19,20,0,0,0,0
"541",541,12,3,0,78,41,16,0,21,0,6,1,0,6,1,0,61,3759,0,195,17,0,24,22,0,0,0,1
"542",542,5,1,0,15,52,20,0,25,0,2,1,0,16,2,0,58,5152,0,167,9,0,23,24,0,0,0,2
"543",543,11,3,0,81,43,15,0,25,0,2,2,0,16,1,0,64,3962,0,221,7,0,16,24,0,0,0,0
"544",544,8,4,0,13,53,20,0,27,0,4,1,0,11,2,0,59,3323,0,210,11,37,20,17,0,0,0,2
"545",545,11,2,0,93,39,16,0,20,0,1,2,0,13,1,0,61,4959,0,129,20,0,23,20,0,0,0,2
"546",546,8,5,0,81,37,12,0,19,0,4,1,0,15,1,0,59,3187,0,136,18,19,17,17,0,0,0,0
"547",547,3,5,0,8,43,8,0,28,0,2,1,0,16,2,0,58,4543,0,154,13,19,21,28,0,7,0,2
"548",548,13,4,0,7,36,13,0,18,0,2,1,0,15,2,0,60,3826,0,199,11,26,17,17,0,0,0,1
"549",549,3,1,0,10,39,13,0,21,0,2,2,0,12,1,0,58,3988,0,160,13,0,25,24,0,0,0,2
"550",550,5,2,0,14,34,7,0,23,0,4,2,0,15,1,0,58,4237,0,136,6,26,25,20,0,0,0,0
"551",551,5,10,0,12,34,10,0,22,0,3,3,0,13,1,0,64,4073,0,166,8,0,16,20,0,0,0,2
"552",552,7,3,6,93,34,8,0,18,0,3,6,0,12,2,0,60,3192,0,226,7,38,19,22,0,0,0,1
"553",553,4,2,0,14,35,11,0,23,0,8,2,0,6,1,0,58,4428,0,200,20,0,17,25,0,0,0,2
"554",554,4,4,0,7,34,8,0,18,0,7,1,0,5,1,0,58,2972,0,189,5,32,20,20,0,0,0,0
"555",555,10,2,0,11,44,19,0,20,0,3,1,0,12,2,0,63,3666,0,152,11,21,21,24,0,0,0,0
"556",556,4,3,0,15,27,6,0,18,0,2,1,0,13,2,73,63,2767,0,157,20,34,17,17,0,0,0,1
"557",557,6,1,0,60,35,15,0,18,0,4,1,0,11,2,0,64,3417,0,169,16,21,25,19,0,0,0,1
"558",558,6,5,6,15,30,8,0,21,0,2,1,0,13,2,0,60,5020,0,150,5,0,16,19,0,0,0,0
"559",559,8,3,0,42,44,18,0,18,0,4,1,0,13,2,0,63,4418,0,457,19,0,24,27,0,6,0,0
"560",560,14,5,0,66,30,10,0,19,0,2,6,0,11,2,0,60,2633,0,157,12,0,25,18,0,0,0,1
"561",561,5,5,0,15,37,14,0,18,0,4,2,0,16,1,0,59,4613,0,205,15,0,16,24,0,0,0,0
"562",562,6,5,0,78,40,13,0,26,0,3,1,0,12,1,0,62,5177,350,132,19,36,25,27,0,0,1,2
"563",563,11,5,0,16,39,16,0,18,0,2,1,0,13,1,0,62,3868,0,155,5,0,25,23,0,0,0,2
"564",564,7,1,0,57,39,15,0,20,0,4,2,13,15,1,0,61,4574,0,130,12,0,17,17,0,0,0,2
"565",565,4,1,0,42,30,10,0,17,0,3,1,0,12,1,0,62,4235,309,167,10,37,19,22,0,0,0,1
"566",566,4,3,0,36,47,17,0,23,0,3,2,0,15,2,0,59,3360,0,203,17,0,24,22,0,5,0,1
"567",567,5,3,0,7,42,18,0,18,0,2,1,19,13,2,0,63,3859,0,136,10,0,17,18,0,8,0,1
"568",568,8,1,0,75,41,17,3,19,0,4,2,10,16,1,0,60,5100,0,133,14,0,23,25,0,0,0,2
"569",569,2,2,0,54,30,7,0,22,0,2,1,0,11,1,0,63,4979,0,225,19,0,21,17,0,0,0,0
"570",570,6,4,0,66,34,15,0,17,0,4,2,0,11,2,0,59,3738,0,178,12,32,19,17,0,0,0,2
"571",571,6,1,0,8,47,16,0,26,0,2,2,0,13,1,0,64,5033,0,148,9,0,25,24,0,0,0,2
"572",572,9,4,0,12,38,16,0,16,0,4,2,0,16,1,0,59,2923,0,207,13,29,23,17,0,0,0,0
"573",573,9,5,0,12,43,15,0,25,0,1,2,0,16,2,0,62,2941,0,219,16,0,24,17,0,0,0,2
"574",574,13,4,0,9,38,14,0,23,16,4,2,0,4,1,0,64,3661,0,196,20,0,19,26,0,0,0,2
"575",575,7,1,9,10,38,18,0,18,0,3,3,0,13,1,0,63,3388,0,186,9,39,19,27,0,0,2,0
"576",576,3,8,0,7,46,14,0,27,0,3,1,0,11,2,0,61,3371,0,223,15,0,24,26,3,0,0,1
"577",577,4,6,0,14,39,13,0,25,0,1,2,0,12,1,0,63,4843,0,223,19,0,25,23,0,0,0,2
"578",578,11,3,0,66,36,8,0,26,0,3,2,0,12,2,0,59,3889,0,159,6,25,20,23,5,0,0,0
"579",579,6,5,0,6,48,16,0,28,0,4,1,0,15,2,0,62,2658,0,180,10,29,19,19,0,0,0,2
"580",580,12,5,0,69,37,11,0,22,0,2,2,13,16,1,0,61,3555,0,193,7,0,17,28,0,0,0,1
"581",581,10,3,0,10,45,16,0,25,0,2,1,0,12,2,0,59,4272,0,187,8,39,19,18,0,0,0,0
"582",582,7,4,0,7,50,19,0,24,0,4,2,17,12,2,0,61,3208,205,199,6,33,17,20,0,8,0,0
"583",583,10,5,0,8,35,11,0,18,0,2,4,0,12,1,0,63,3392,0,218,14,38,19,27,0,0,0,2
"584",584,8,3,0,93,37,13,0,23,0,2,6,0,12,1,0,58,4556,0,364,14,24,23,26,0,0,0,1
"585",585,8,1,0,96,45,17,0,26,0,10,1,0,15,2,0,62,2888,0,154,12,13,20,18,0,0,0,0
"586",586,13,5,0,16,54,19,0,27,0,3,2,0,13,2,0,60,2801,0,132,18,0,21,26,0,0,0,0
"587",587,11,3,0,75,39,13,0,19,0,2,2,0,15,2,65,63,4293,0,176,8,34,21,27,0,0,0,0
"588",588,8,3,0,66,35,14,0,16,0,2,2,0,11,1,0,61,4622,0,215,12,0,17,28,0,3,3,1
"589",589,12,4,0,11,35,11,0,22,0,4,2,0,16,1,0,63,4573,0,136,8,15,25,26,0,0,0,1
"590",590,10,4,0,15,45,17,0,23,0,4,2,0,16,1,0,58,3920,0,171,17,13,21,26,0,0,0,1
"591",591,13,5,0,8,43,17,0,23,0,2,2,0,13,1,0,64,3544,0,195,10,0,19,27,0,0,0,0
"592",592,8,2,0,9,45,18,0,19,0,3,4,0,16,2,0,62,4331,0,189,5,17,23,22,0,0,0,0
"593",593,9,4,0,7,29,6,0,21,0,4,1,0,12,1,0,61,4108,0,210,12,30,19,27,0,0,0,1
"594",594,4,3,0,51,45,17,0,22,19,4,1,0,16,2,0,58,3520,0,357,15,0,20,22,0,0,0,0
"595",595,3,1,0,8,38,16,0,19,0,2,2,0,15,1,0,64,5008,0,198,10,21,19,27,0,6,0,0
"596",596,9,2,0,12,34,12,0,17,0,2,2,0,16,2,0,59,4749,0,165,8,32,25,21,0,0,0,0
"597",597,9,5,6,90,44,13,0,23,0,1,2,0,12,2,0,63,4146,0,190,18,0,16,24,0,8,0,0
"598",598,8,3,0,16,32,9,0,22,0,2,2,0,12,2,0,58,4118,0,152,10,32,20,25,0,0,0,0
"599",599,7,5,0,36,45,13,0,25,0,2,3,0,13,1,72,59,5155,0,592,12,0,23,20,0,7,0,0
"600",600,8,1,0,13,40,16,0,18,0,3,2,0,12,1,0,63,3439,0,165,10,0,21,22,0,0,0,2
"601",601,14,4,0,39,39,14,0,22,0,2,1,0,16,2,72,59,5145,0,231,14,0,24,24,0,0,1,2
"602",602,1,1,0,12,30,10,0,16,24,2,1,0,16,1,77,59,3406,0,172,17,0,21,23,0,0,0,1
"603",603,11,3,0,51,28,7,0,19,20,3,2,0,12,2,0,60,5185,0,154,17,0,16,26,0,0,0,2
"604",604,6,1,0,81,40,13,0,20,0,3,2,0,11,2,0,58,2611,0,182,20,0,16,27,0,0,0,0
"605",605,7,5,0,48,42,20,0,20,0,3,2,0,16,1,0,64,3912,0,155,13,32,25,25,0,0,0,0
"606",606,12,2,0,14,39,17,0,16,0,3,2,0,13,2,0,60,4404,328,461,6,36,17,21,0,5,0,2
"607",607,10,2,0,12,30,6,0,21,0,3,2,0,12,2,0,64,4883,0,153,20,17,20,27,0,0,0,1
"608",608,5,5,0,51,28,11,0,16,0,4,6,0,12,2,0,58,4207,0,137,12,0,23,27,0,0,0,1
"609",609,14,5,15,11,31,7,0,22,0,2,1,0,15,2,0,64,4873,0,205,15,0,17,25,0,0,0,0
"610",610,7,4,0,9,42,17,0,19,0,1,2,0,12,1,0,61,2711,0,170,15,34,16,24,0,0,0,0
"611",611,12,4,0,93,37,10,0,26,0,4,3,0,13,1,0,64,4673,0,148,10,29,25,28,0,0,0,2
"612",612,5,2,0,69,50,20,0,25,0,3,1,0,16,2,81,61,3179,0,134,18,23,21,17,0,0,0,1
"613",613,11,4,0,87,33,6,0,24,0,2,2,0,13,2,0,59,4705,0,164,17,37,20,18,0,0,0,1
"614",614,6,2,0,14,31,8,0,19,0,2,1,0,12,2,77,62,2637,0,170,9,0,19,21,0,0,0,0
"615",615,7,2,0,63,50,19,0,25,0,2,2,0,12,1,0,59,3015,0,171,17,17,20,17,0,0,0,2
"616",616,4,2,0,7,34,10,0,22,0,1,2,0,11,1,0,63,3137,0,179,10,0,17,25,0,0,0,0
"617",617,12,3,6,7,37,7,0,23,0,4,2,0,13,1,0,58,3947,0,202,16,28,17,25,0,0,0,2
"618",618,9,1,6,63,28,7,0,18,0,4,1,0,11,1,0,58,2719,0,470,7,0,25,26,0,0,0,0
"619",619,11,3,0,12,37,16,0,17,0,3,1,0,16,1,0,63,3185,0,149,17,0,19,24,0,0,0,1
"620",620,7,3,0,42,43,9,0,26,0,4,1,0,11,1,69,61,4368,0,200,20,0,19,18,0,6,0,2
"621",621,11,4,0,15,37,12,0,22,0,2,2,0,13,2,73,64,3325,0,161,13,36,23,22,0,3,0,0
"622",622,4,3,0,81,35,10,0,18,0,1,2,0,11,1,0,59,3577,0,180,16,0,17,26,0,4,0,2
"623",623,6,2,0,7,47,13,0,27,0,2,2,0,15,2,0,58,3833,0,215,16,0,20,21,0,0,0,0
"624",624,2,2,0,10,40,8,3,26,0,1,1,0,15,2,0,58,3536,0,165,14,0,17,22,0,0,3,1
"625",625,4,1,0,51,29,7,0,16,0,2,1,0,11,2,0,62,2723,0,159,15,0,21,28,0,0,0,0
"626",626,8,2,0,6,37,12,3,21,19,2,1,0,13,1,0,62,3825,0,215,20,26,16,25,0,0,0,1
"627",627,4,4,0,12,41,15,0,24,0,3,2,0,13,1,0,61,3260,0,164,13,25,21,21,0,0,0,1
"628",628,2,1,0,9,43,16,0,21,0,4,1,0,16,1,0,58,4865,0,181,6,0,19,18,0,0,0,1
"629",629,14,4,0,69,46,14,0,26,0,4,2,0,11,2,0,61,3942,0,149,18,0,23,20,0,0,0,2
"630",630,12,5,0,10,30,7,0,17,0,3,1,0,15,1,0,63,2985,0,161,10,38,17,26,0,0,0,1
"631",631,10,5,0,63,38,11,0,26,0,3,1,0,16,2,0,59,4553,0,194,11,36,19,22,0,4,0,1
"632",632,5,1,0,60,31,13,0,16,0,2,2,0,12,2,0,61,3430,0,163,20,0,25,26,0,0,0,1
"633",633,10,3,0,14,45,14,0,27,21,4,2,0,12,1,0,59,4454,0,157,8,37,24,26,0,0,0,2
"634",634,8,2,0,13,36,6,0,26,0,2,4,0,13,2,0,63,4123,0,171,17,19,16,28,0,0,0,0
"635",635,11,5,0,16,49,17,0,25,0,2,2,0,15,1,0,64,2725,0,140,13,33,23,19,0,0,0,1
"636",636,7,5,0,14,37,10,0,25,21,4,1,0,11,1,0,58,4049,0,209,17,0,16,20,0,0,0,2
"637",637,10,2,0,15,30,7,0,20,0,4,1,12,16,1,0,60,4281,0,229,12,29,16,21,0,0,0,2
"638",638,8,5,9,69,42,14,0,24,0,1,2,0,16,2,0,64,5086,338,182,16,0,17,17,0,0,0,2
"639",639,13,4,0,12,46,18,0,26,0,4,6,0,16,2,0,62,3618,0,184,7,0,25,25,0,0,0,1
"640",640,12,4,0,16,45,15,0,26,0,1,1,0,12,1,0,58,3026,0,139,9,24,21,28,0,0,0,2
"641",641,8,3,0,96,44,16,0,22,0,1,2,23,16,1,0,60,2651,0,149,18,0,25,28,0,0,0,2
"642",642,8,1,0,48,34,10,0,19,0,1,1,0,12,1,0,63,4115,0,133,13,0,24,18,0,0,0,0
"643",643,12,4,12,6,37,16,0,16,0,4,1,0,13,2,0,60,3258,0,145,20,32,17,18,0,0,0,1
"644",644,13,4,0,81,44,18,0,24,0,3,3,0,13,1,0,58,3540,0,221,20,0,17,17,0,0,0,1
"645",645,7,3,0,48,39,16,0,19,0,4,2,0,16,1,0,60,4440,0,176,14,25,24,28,7,0,0,2
"646",646,5,1,0,48,31,13,0,17,0,4,2,0,15,1,0,62,3686,0,157,17,0,20,23,0,0,0,1
"647",647,4,4,0,12,47,14,0,26,0,2,1,0,11,2,0,60,2977,0,138,13,0,21,17,0,8,0,2
"648",648,9,3,0,15,33,14,0,19,0,4,3,0,16,2,0,60,4019,0,177,11,0,23,25,0,0,0,0
"649",649,6,2,0,63,35,10,0,24,0,3,6,0,13,2,0,63,4774,0,137,11,24,19,28,0,3,0,2
"650",650,10,5,0,16,43,19,0,19,0,1,2,0,13,1,0,59,3143,0,208,15,0,21,24,0,7,0,2
"651",651,15,5,0,45,35,15,0,18,0,4,1,0,15,1,0,58,3897,0,215,18,0,24,23,0,0,0,2
"652",652,12,2,0,10,40,12,0,24,0,3,4,0,11,2,72,61,3430,0,214,17,34,19,24,0,0,0,1
"653",653,13,5,3,8,44,18,0,20,0,3,2,0,11,1,0,61,4578,0,211,7,0,16,17,0,0,0,0
"654",654,6,3,0,42,30,9,0,20,0,3,1,0,15,2,0,58,5120,0,232,16,0,24,26,0,0,0,1
"655",655,3,2,0,14,32,7,0,21,0,4,1,0,13,1,0,64,3999,0,151,18,0,20,21,0,0,0,0
"656",656,11,4,0,7,34,13,0,19,0,6,2,0,12,2,0,58,3224,0,226,20,39,19,25,0,0,0,0
"657",657,13,5,0,57,34,9,0,21,0,2,3,0,11,2,0,62,2736,0,222,9,0,19,17,0,0,0,0
"658",658,6,4,0,9,41,8,2,25,0,4,1,0,12,1,0,58,3399,0,229,17,0,19,20,0,0,0,2
"659",659,10,5,9,42,45,12,0,26,0,4,6,20,11,1,0,64,3197,0,148,13,0,19,17,0,0,0,2
"660",660,11,3,0,7,38,12,0,18,0,2,2,0,16,1,0,61,4575,0,137,6,0,19,27,0,0,0,2
"661",661,14,5,0,72,41,9,0,25,0,2,2,0,15,2,0,61,4753,0,179,17,0,25,26,0,8,0,0
"662",662,11,2,0,10,36,16,0,20,0,1,1,0,12,1,0,60,3390,0,228,20,32,16,27,0,8,0,0
"663",663,10,2,0,12,37,13,0,20,0,1,2,0,16,2,0,59,4303,0,130,11,0,20,18,0,0,0,1
"664",664,9,5,0,84,34,6,0,23,0,4,3,0,12,1,0,64,4203,0,489,11,0,19,21,0,0,0,0
"665",665,12,2,0,48,43,10,0,28,0,2,2,0,13,1,0,59,4561,0,137,19,0,23,20,0,0,0,2
"666",666,11,2,0,12,36,17,0,16,0,3,2,0,13,1,0,61,2749,0,225,6,28,19,18,0,0,0,0
"667",667,14,5,0,7,46,15,0,27,0,3,2,0,11,2,0,62,3661,0,160,19,0,25,20,0,0,0,2
"668",668,12,4,0,8,35,8,0,19,0,2,2,0,15,2,0,62,2682,0,163,15,0,21,22,0,0,0,1
"669",669,11,2,0,15,41,10,0,25,0,2,2,0,15,1,0,62,3939,0,192,16,0,23,24,0,0,0,1
"670",670,4,3,6,90,44,17,0,26,0,3,1,0,11,1,0,61,3305,0,168,17,0,24,21,0,6,0,0
"671",671,3,1,0,39,49,19,0,24,0,2,1,0,11,1,0,62,3741,0,184,13,0,17,26,0,0,0,1
"672",672,5,3,0,13,32,12,0,19,0,4,1,0,13,1,0,64,3938,0,161,20,0,17,19,0,8,0,1
"673",673,8,2,0,15,47,16,0,24,0,3,2,0,16,1,0,61,4488,0,197,17,0,23,26,0,0,0,1
"674",674,7,5,0,87,35,16,0,18,26,4,1,0,11,1,0,64,4238,0,374,20,0,19,18,0,0,0,2
"675",675,4,3,0,14,37,12,0,18,0,2,1,0,11,1,0,64,4899,0,169,19,19,20,20,0,0,0,2
"676",676,10,4,0,96,47,18,0,25,13,3,2,0,16,2,0,58,4944,0,133,11,28,17,20,0,0,0,1
"677",677,7,3,0,81,35,14,0,20,0,1,2,0,15,2,0,61,3644,336,220,13,0,16,28,0,0,0,1
"678",678,9,4,0,16,36,5,3,24,0,4,1,0,12,1,0,58,4835,0,194,6,26,25,21,0,0,0,2
"679",679,6,3,9,14,45,17,0,24,0,3,1,0,13,1,0,60,5008,0,155,10,19,20,27,0,0,0,0
"680",680,11,5,0,10,44,15,0,26,0,3,2,0,12,1,0,59,4020,0,130,9,28,20,23,0,0,0,1
"681",681,7,3,0,90,52,19,0,26,0,2,2,0,12,2,0,58,4493,0,550,5,21,24,21,0,0,0,1
"682",682,11,1,0,6,49,20,0,24,0,2,2,0,16,2,0,62,3972,0,160,6,28,16,21,0,0,0,0
"683",683,6,5,0,16,40,15,0,19,0,4,2,0,15,1,0,58,4808,0,151,18,38,16,27,0,0,0,2
"684",684,10,2,0,54,51,19,0,25,0,4,1,0,15,1,0,60,3123,0,361,15,17,21,20,0,0,0,1
"685",685,11,2,0,84,30,6,0,19,0,2,2,0,13,1,0,61,3130,0,131,6,0,20,26,4,0,0,2
"686",686,10,1,0,90,36,8,0,21,0,3,2,0,15,1,0,62,3903,0,513,18,0,24,22,0,3,0,1
"687",687,8,2,0,7,37,19,0,17,0,3,1,0,15,1,0,62,2786,0,130,6,34,19,27,0,0,0,0
"688",688,10,4,15,36,48,15,0,27,0,1,2,0,15,1,0,63,2701,0,171,14,33,16,18,0,0,0,0
